miRNA	Gene		context_score	weighted_score
mmu-miR-218-5p	ENSG00000126882	FAM78A	0.255	0.169
mmu-miR-218-5p	ENSG00000127124	HIVEP3	0.151	0.151
mmu-miR-218-5p	ENSG00000127152	BCL11B	0.03	0.03
mmu-miR-218-5p	ENSG00000127337	YEATS4	0.585	0.585
mmu-miR-218-5p	ENSG00000127483	HP1BP3	0.154	0.144
mmu-miR-218-5p	ENSG00000128573	FOXP2	0.162	0.04
mmu-miR-218-5p	ENSG00000128607	KLHDC10	0.114	0.096
mmu-miR-218-5p	ENSG00000128710	HOXD10	0.405	0.405
mmu-miR-218-5p	ENSG00000128923	MINDY2	0.293	0.293
mmu-miR-218-5p	ENSG00000128989	ARPP19	0.413	0.136
mmu-miR-218-5p	ENSG00000129204	USP6	0.218	0.218
mmu-miR-218-5p	ENSG00000129657	SEC14L1	0.101	0.093
mmu-miR-218-5p	ENSG00000130032	PRRG3	0.178	0.178
mmu-miR-218-5p	ENSG00000130147	SH3BP4	0.176	0.176
mmu-miR-218-5p	ENSG00000130176	CNN1	0.198	0.198
mmu-miR-218-5p	ENSG00000130226	DPP6	0.127	0.127
mmu-miR-218-5p	ENSG00000130287	NCAN	0.265	0.265
mmu-miR-218-5p	ENSG00000130477	UNC13A	0.107	0.107
mmu-miR-218-5p	ENSG00000130856	ZNF236	0.055	0.055
mmu-miR-218-5p	ENSG00000131196	NFATC1	0.063	0.063
mmu-miR-218-5p	ENSG00000131263	RLIM	0.098	0
mmu-miR-218-5p	ENSG00000131389	SLC6A6	0.109	0.102
mmu-miR-218-5p	ENSG00000131725	WDR44	0.116	0.111
mmu-miR-218-5p	ENSG00000131759	RARA	0.373	0.104
mmu-miR-218-5p	ENSG00000131873	CHSY1	0.02	0.018
mmu-miR-218-5p	ENSG00000132130	#N/A	0.22	0.22
mmu-miR-218-5p	ENSG00000132388	UBE2G1	0.259	0.259
mmu-miR-218-5p	ENSG00000132549	VPS13B	0.02	0.02
mmu-miR-218-5p	ENSG00000132670	PTPRA	0.558	0.515
mmu-miR-218-5p	ENSG00000132964	CDK8	0.057	0.057
mmu-miR-218-5p	ENSG00000132970	WASF3	0.065	0.065
mmu-miR-218-5p	ENSG00000133030	MPRIP	0.02	0.012
mmu-miR-218-5p	ENSG00000133138	TBC1D8B	0.335	0.335
mmu-miR-218-5p	ENSG00000133318	RTN3	0.193	0.193
mmu-miR-218-5p	ENSG00000133961	NUMB	0.276	0.276
mmu-miR-218-5p	ENSG00000134056	MRPS36	0.432	0.065
mmu-miR-218-5p	ENSG00000134109	EDEM1	0.187	0.181
mmu-miR-218-5p	ENSG00000134121	CHL1	0.077	0.077
mmu-miR-218-5p	ENSG00000134245	WNT2B	0.216	0.216
mmu-miR-218-5p	ENSG00000134369	NAV1	0.121	0.12
mmu-miR-218-5p	ENSG00000134371	CDC73	0.183	0
mmu-miR-218-5p	ENSG00000134532	SOX5	0.191	0.191
mmu-miR-218-5p	ENSG00000134644	PUM1	0.131	0.121
mmu-miR-218-5p	ENSG00000134709	HOOK1	0.294	0.28
mmu-miR-218-5p	ENSG00000134775	FHOD3	0.13	0.13
mmu-miR-218-5p	ENSG00000134780	DAGLA	0.042	0.042
mmu-miR-218-5p	ENSG00000134853	PDGFRA	0.289	0.289
mmu-miR-218-5p	ENSG00000134897	BIVM	0.215	0.215
mmu-miR-218-5p	ENSG00000134909	ARHGAP32	0.02	0.008
mmu-miR-218-5p	ENSG00000135090	TAOK3	0.145	0.131
mmu-miR-218-5p	ENSG00000135127	BICDL1	0.159	0.159
mmu-miR-218-5p	ENSG00000135298	ADGRB3	0.359	0.359
mmu-miR-218-5p	ENSG00000135333	EPHA7	0.376	0.059
mmu-miR-218-5p	ENSG00000135486	HNRNPA1	0.201	0.201
mmu-miR-218-5p	ENSG00000135916	ITM2C	0.319	0.319
mmu-miR-218-5p	ENSG00000135956	TMEM127	0.104	0.058
mmu-miR-218-5p	ENSG00000135973	GPR45	0.488	0.488
mmu-miR-218-5p	ENSG00000136040	PLXNC1	0.24	0.24
mmu-miR-218-5p	ENSG00000136099	PCDH8	0.255	0
mmu-miR-218-5p	ENSG00000136141	LRCH1	0.073	0.073
mmu-miR-218-5p	ENSG00000136144	RCBTB1	0.376	0.376
mmu-miR-218-5p	ENSG00000136153	LMO7	0.562	0.562
mmu-miR-218-5p	ENSG00000136295	TTYH3	0.093	0.093
mmu-miR-218-5p	ENSG00000136367	ZFHX2	0.032	0.01
mmu-miR-218-5p	ENSG00000136603	SKIL	0.177	0.121
mmu-miR-218-5p	ENSG00000136653	#N/A	0.263	0.21
mmu-miR-218-5p	ENSG00000136854	STXBP1	0.236	0.196
mmu-miR-218-5p	ENSG00000137075	RNF38	0.194	0.183
mmu-miR-218-5p	ENSG00000137135	ARHGEF39	0.184	0.083
mmu-miR-218-5p	ENSG00000137177	KIF13A	0.091	0.086
mmu-miR-218-5p	ENSG00000137266	SLC22A23	0.073	0.061
mmu-miR-218-5p	ENSG00000137269	LRRC1	0.211	0.092
mmu-miR-218-5p	ENSG00000137274	BPHL	0.408	0.408
mmu-miR-218-5p	ENSG00000137449	CPEB2	0.049	0.047
mmu-miR-218-5p	ENSG00000137478	FCHSD2	0.213	0.14
mmu-miR-218-5p	ENSG00000137486	ARRB1	0.087	0.016
mmu-miR-218-5p	ENSG00000137504	CREBZF	0.269	0.224
mmu-miR-218-5p	ENSG00000137571	SLCO5A1	0.248	0.248
mmu-miR-218-5p	ENSG00000138041	#N/A	0.259	0.259
mmu-miR-218-5p	ENSG00000138069	RAB1A	0.186	0.186
mmu-miR-218-5p	ENSG00000138166	DUSP5	0.365	0.363
mmu-miR-218-5p	ENSG00000138180	CEP55	0.35	0.309
mmu-miR-218-5p	ENSG00000138246	DNAJC13	0.228	0.228
mmu-miR-218-5p	ENSG00000138347	MYPN	0.038	0.009
mmu-miR-218-5p	ENSG00000138398	PPIG	0.227	0.001
mmu-miR-218-5p	ENSG00000138443	ABI2	0.123	0.001
mmu-miR-218-5p	ENSG00000138604	GLCE	0.487	0.342
mmu-miR-218-5p	ENSG00000138613	APH1B	0.453	0.453
mmu-miR-218-5p	ENSG00000138622	HCN4	0.02	0.02
mmu-miR-218-5p	ENSG00000138640	FAM13A	0.276	0.276
mmu-miR-218-5p	ENSG00000138698	RAP1GDS1	0.1	0.1
mmu-miR-218-5p	ENSG00000138741	TRPC3	0.291	0.291
mmu-miR-218-5p	ENSG00000138767	CNOT6L	0.132	0.028
mmu-miR-218-5p	ENSG00000138829	FBN2	0.032	0.03
mmu-miR-218-5p	ENSG00000138834	MAPK8IP3	0.088	0.088
mmu-miR-218-5p	ENSG00000139117	CPNE8	0.37	0.37
mmu-miR-218-5p	ENSG00000139132	FGD4	0.149	0.112
mmu-miR-218-5p	ENSG00000139160	ETFBKMT	0.331	0.1
mmu-miR-218-5p	ENSG00000139163	ETNK1	0.066	0.013
mmu-miR-218-5p	ENSG00000139364	TMEM132B	0.178	0.178
mmu-miR-218-5p	ENSG00000139645	ANKRD52	0.152	0.151
mmu-miR-218-5p	ENSG00000139737	SLAIN1	0.206	0.206
mmu-miR-218-5p	ENSG00000139793	MBNL2	0.179	0.144
mmu-miR-218-5p	ENSG00000139800	ZIC5	0.174	0.163
mmu-miR-218-5p	ENSG00000139921	TMX1	0.542	0.06
mmu-miR-218-5p	ENSG00000139926	FRMD6	0.132	0.125
mmu-miR-218-5p	ENSG00000140015	KCNH5	0.134	0.099
mmu-miR-218-5p	ENSG00000140044	JDP2	0.348	0.348
mmu-miR-218-5p	ENSG00000140090	SLC24A4	0.427	0.427
mmu-miR-218-5p	ENSG00000140262	TCF12	0.172	0.14
mmu-miR-218-5p	ENSG00000140320	BAHD1	0.054	0.054
mmu-miR-218-5p	ENSG00000140391	TSPAN3	0.361	0.354
mmu-miR-218-5p	ENSG00000140488	CELF6	0.23	0.229
mmu-miR-218-5p	ENSG00000140577	CRTC3	0.207	0.203
mmu-miR-218-5p	ENSG00000140750	ARHGAP17	0.164	0.164
mmu-miR-218-5p	ENSG00000141084	RANBP10	0.139	0.135
mmu-miR-218-5p	ENSG00000141232	TOB1	0.474	0.474
mmu-miR-218-5p	ENSG00000141378	PTRH2	0.284	0.003
mmu-miR-218-5p	ENSG00000141431	ASXL3	0.02	0.02
mmu-miR-218-5p	ENSG00000141570	CBX8	0.282	0.033
mmu-miR-218-5p	ENSG00000141622	RNF165	0.139	0.139
mmu-miR-218-5p	ENSG00000141985	SH3GL1	0.35	0.35
mmu-miR-218-5p	ENSG00000143033	MTF2	0.197	0.186
mmu-miR-218-5p	ENSG00000143067	ZNF697	0.117	0.117
mmu-miR-218-5p	ENSG00000143079	CTTNBP2NL	0.349	0.221
mmu-miR-218-5p	ENSG00000143147	GPR161	0.278	0.226
mmu-miR-218-5p	ENSG00000143190	POU2F1	0.03	0.028
mmu-miR-218-5p	ENSG00000143322	ABL2	0.02	0.019
mmu-miR-218-5p	ENSG00000143473	KCNH1	0.399	0.001
mmu-miR-218-5p	ENSG00000143549	TPM3	0.125	0.12
mmu-miR-218-5p	ENSG00000143570	SLC39A1	0.261	0.261
mmu-miR-218-5p	ENSG00000143603	KCNN3	0.115	0.115
mmu-miR-218-5p	ENSG00000143630	HCN3	0.357	0.357
mmu-miR-218-5p	ENSG00000143756	FBXO28	0.293	0.26
mmu-miR-218-5p	ENSG00000143793	C1orf35	0.416	0
mmu-miR-218-5p	ENSG00000144040	SFXN5	0.187	0.169
mmu-miR-218-5p	ENSG00000144278	GALNT13	0.346	0.273
mmu-miR-218-5p	ENSG00000144283	PKP4	0.144	0.009
mmu-miR-218-5p	ENSG00000144285	SCN1A	0.173	0.173
mmu-miR-218-5p	ENSG00000144357	UBR3	0.318	0.25
mmu-miR-218-5p	ENSG00000144401	METTL21A	0.289	0.1
mmu-miR-218-5p	ENSG00000144583	MARCHF4	0.138	0.138
mmu-miR-218-5p	ENSG00000144677	CTDSPL	0.082	0.075
mmu-miR-218-5p	ENSG00000144724	PTPRG	0.195	0.156
mmu-miR-218-5p	ENSG00000144847	IGSF11	0.353	0.353
mmu-miR-218-5p	ENSG00000144893	MED12L	0.144	0.054
mmu-miR-218-5p	ENSG00000145012	LPP	0.02	0.02
mmu-miR-218-5p	ENSG00000145147	SLIT2	0.163	0.163
mmu-miR-218-5p	ENSG00000145242	EPHA5	0.128	0.055
mmu-miR-218-5p	ENSG00000145391	SETD7	0.159	0.022
mmu-miR-218-5p	ENSG00000145675	PIK3R1	0.209	0.194
mmu-miR-218-5p	ENSG00000145681	HAPLN1	0.344	0.344
mmu-miR-218-5p	ENSG00000145864	GABRB2	0.108	0.108
mmu-miR-218-5p	ENSG00000146005	PSD2	0.167	0.167
mmu-miR-218-5p	ENSG00000146676	PURB	0.332	0.332
mmu-miR-218-5p	ENSG00000146834	MEPCE	0.18	0.175
mmu-miR-218-5p	ENSG00000146872	TLK2	0.13	0.13
mmu-miR-218-5p	ENSG00000147010	SH3KBP1	0.225	0.222
mmu-miR-218-5p	ENSG00000147044	CASK	0.233	0.003
mmu-miR-218-5p	ENSG00000147324	MFHAS1	0.168	0.125
mmu-miR-218-5p	ENSG00000147471	PLPBP	0.27	0.267
mmu-miR-218-5p	ENSG00000147488	ST18	0.122	0.122
mmu-miR-218-5p	ENSG00000147526	TACC1	0.283	0.269
mmu-miR-218-5p	ENSG00000147533	GOLGA7	0.444	0.058
mmu-miR-218-5p	ENSG00000148082	SHC3	0.208	0
mmu-miR-218-5p	ENSG00000148143	ZNF462	0.238	0.208
mmu-miR-218-5p	ENSG00000148411	NACC2	0.061	0.042
mmu-miR-218-5p	ENSG00000149187	CELF1	0.269	0.146
mmu-miR-218-5p	ENSG00000149212	SESN3	0.095	0.008
mmu-miR-218-5p	ENSG00000149547	EI24	0.211	0.211
mmu-miR-218-5p	ENSG00000149571	KIRREL3	0.323	0.323
mmu-miR-218-5p	ENSG00000149575	SCN2B	0.318	0.318
mmu-miR-218-5p	ENSG00000149582	TMEM25	0.261	0.261
mmu-miR-218-5p	ENSG00000150672	DLG2	0.206	0.206
mmu-miR-218-5p	ENSG00000150712	MTMR12	0.382	0.226
mmu-miR-218-5p	ENSG00000151090	THRB	0.091	0.008
mmu-miR-218-5p	ENSG00000151474	FRMD4A	0.117	0.044
mmu-miR-218-5p	ENSG00000151726	ACSL1	0.301	0.264
mmu-miR-218-5p	ENSG00000151746	BICD1	0.127	0.107
mmu-miR-218-5p	ENSG00000151883	PARP8	0.196	0.123
mmu-miR-218-5p	ENSG00000151892	GFRA1	0.101	0.007
mmu-miR-218-5p	ENSG00000151893	CACUL1	0.147	0
mmu-miR-218-5p	ENSG00000152061	RABGAP1L	0.246	0.242
mmu-miR-218-5p	ENSG00000152128	TMEM163	0.222	0.222
mmu-miR-218-5p	ENSG00000152154	TMEM178A	0.468	0.468
mmu-miR-218-5p	ENSG00000152193	OBI1	0.213	0.213
mmu-miR-218-5p	ENSG00000152217	SETBP1	0.245	0.203
mmu-miR-218-5p	ENSG00000152242	C18orf25	0.26	0.253
mmu-miR-218-5p	ENSG00000152402	GUCY1A2	0.364	0.364
mmu-miR-218-5p	ENSG00000152409	JMY	0.427	0.427
mmu-miR-218-5p	ENSG00000152465	NMT2	0.585	0.585
mmu-miR-218-5p	ENSG00000152495	CAMK4	0.03	0.026
mmu-miR-218-5p	ENSG00000152601	MBNL1	0.18	0.18
mmu-miR-218-5p	ENSG00000152661	GJA1	0.147	0.147
mmu-miR-218-5p	ENSG00000152822	GRM1	0.237	0.237
mmu-miR-218-5p	ENSG00000152894	PTPRK	0.229	0.218
mmu-miR-218-5p	ENSG00000153233	PTPRR	0.239	0.239
mmu-miR-218-5p	ENSG00000153395	LPCAT1	0.222	0.216
mmu-miR-218-5p	ENSG00000153558	FBXL2	0.166	0.166
mmu-miR-218-5p	ENSG00000153820	SPHKAP	0.302	0.302
mmu-miR-218-5p	ENSG00000153914	SREK1	0.116	0.103
mmu-miR-218-5p	ENSG00000153944	MSI2	0.207	0.188
mmu-miR-218-5p	ENSG00000154447	SH3RF1	0.212	0.212
mmu-miR-218-5p	ENSG00000154655	L3MBTL4	0.219	0.219
mmu-miR-218-5p	ENSG00000154727	GABPA	0.192	0.117
mmu-miR-218-5p	ENSG00000154822	PLCL2	0.176	0.166
mmu-miR-218-5p	ENSG00000154864	PIEZO2	0.532	0.532
mmu-miR-218-5p	ENSG00000154978	VOPP1	0.419	0.419
mmu-miR-218-5p	ENSG00000155011	DKK2	0.288	0.288
mmu-miR-218-5p	ENSG00000155052	CNTNAP5	0.189	0
mmu-miR-218-5p	ENSG00000155093	PTPRN2	0.276	0.276
mmu-miR-218-5p	ENSG00000155130	#N/A	0.271	0.263
mmu-miR-218-5p	ENSG00000155545	MIER3	0.343	0.297
mmu-miR-218-5p	ENSG00000155744	HYCC2	0.212	0.207
mmu-miR-218-5p	ENSG00000155849	ELMO1	0.442	0.442
mmu-miR-218-5p	ENSG00000155974	GRIP1	0.103	0.103
mmu-miR-218-5p	ENSG00000155975	VPS37A	0.292	0.292
mmu-miR-218-5p	ENSG00000156030	MIDEAS	0.03	0.03
mmu-miR-218-5p	ENSG00000156453	PCDH1	0.064	0.053
mmu-miR-218-5p	ENSG00000156531	PHF6	0.214	0.214
mmu-miR-218-5p	ENSG00000156671	SAMD8	0.147	0.069
mmu-miR-218-5p	ENSG00000156928	MALSU1	0.359	0.001
mmu-miR-218-5p	ENSG00000157103	SLC6A1	0.214	0.214
mmu-miR-218-5p	ENSG00000157404	KIT	0.296	0.296
mmu-miR-218-5p	ENSG00000157470	FAM81A	0.233	0.061
mmu-miR-218-5p	ENSG00000157542	KCNJ6	0.278	0.278
mmu-miR-218-5p	ENSG00000157741	UBN2	0.142	0.111
mmu-miR-218-5p	ENSG00000157916	RER1	0.276	0.276
mmu-miR-218-5p	ENSG00000157933	SKI	0.062	0.062
mmu-miR-218-5p	ENSG00000157954	WIPI2	0.297	0.003
mmu-miR-218-5p	ENSG00000157985	AGAP1	0.144	0.144
mmu-miR-218-5p	ENSG00000158292	GPR153	0.315	0.315
mmu-miR-218-5p	ENSG00000158445	KCNB1	0.199	0.199
mmu-miR-218-5p	ENSG00000158555	GDPD5	0.339	0.338
mmu-miR-218-5p	ENSG00000158715	SLC45A3	0.269	0.269
mmu-miR-218-5p	ENSG00000158985	CDC42SE2	0.468	0.468
mmu-miR-218-5p	ENSG00000159164	SV2A	0.162	0.162
mmu-miR-218-5p	ENSG00000159214	CCDC24	0.298	0.298
mmu-miR-218-5p	ENSG00000160216	AGPAT3	0.267	0.264
mmu-miR-218-5p	ENSG00000160877	NACC1	0.339	0.03
mmu-miR-218-5p	ENSG00000161057	PSMC2	0.611	0.073
mmu-miR-218-5p	ENSG00000161082	CELF5	0.174	0.174
mmu-miR-218-5p	ENSG00000161642	ZNF385A	0.229	0.229
mmu-miR-218-5p	ENSG00000162104	ADCY9	0.158	0.115
mmu-miR-218-5p	ENSG00000162105	SHANK2	0.265	0.265
mmu-miR-218-5p	ENSG00000162188	GNG3	0.672	0.672
mmu-miR-218-5p	ENSG00000162407	PLPP3	0.215	0.215
mmu-miR-218-5p	ENSG00000162433	AK4	0.102	0.102
mmu-miR-218-5p	ENSG00000162522	KIAA1522	0.246	0.246
mmu-miR-218-5p	ENSG00000162599	NFIA	0.257	0.257
mmu-miR-218-5p	ENSG00000162601	MYSM1	0.096	0.012
mmu-miR-218-5p	ENSG00000162613	FUBP1	0.126	0.047
mmu-miR-218-5p	ENSG00000162817	C1orf115	0.202	0.183
mmu-miR-218-5p	ENSG00000162873	KLHDC8A	0.172	0
mmu-miR-218-5p	ENSG00000162923	WDR26	0.208	0.203
mmu-miR-218-5p	ENSG00000162959	MEMO1	0.193	0.048
mmu-miR-218-5p	ENSG00000162976	SLC66A3	0.512	0.397
mmu-miR-218-5p	ENSG00000163013	FBXO41	0.24	0.233
mmu-miR-218-5p	ENSG00000163083	INHBB	0.233	0.233
mmu-miR-218-5p	ENSG00000163113	#N/A	0.28	0.28
mmu-miR-218-5p	ENSG00000163486	#N/A	0.299	0.264
mmu-miR-218-5p	ENSG00000163536	SERPINI1	0.478	0.478
mmu-miR-218-5p	ENSG00000163539	CLASP2	0.145	0.145
mmu-miR-218-5p	ENSG00000163577	EIF5A2	0.325	0.12
mmu-miR-218-5p	ENSG00000163602	RYBP	0.267	0.25
mmu-miR-218-5p	ENSG00000163605	PPP4R2	0.342	0.342
mmu-miR-218-5p	ENSG00000163694	RBM47	0.155	0.155
mmu-miR-218-5p	ENSG00000163820	FYCO1	0.249	0.236
mmu-miR-218-5p	ENSG00000163864	NMNAT3	0.135	0.135
mmu-miR-218-5p	ENSG00000163873	GRIK3	0.053	0.053
mmu-miR-218-5p	ENSG00000163935	SFMBT1	0.203	0.203
mmu-miR-218-5p	ENSG00000164023	SGMS2	0.319	0.273
mmu-miR-218-5p	ENSG00000164061	BSN	0.01	0.01
mmu-miR-218-5p	ENSG00000164128	NPY1R	0.221	0.221
mmu-miR-218-5p	ENSG00000164134	NAA15	0.125	0.125
mmu-miR-218-5p	ENSG00000164287	CDC20B	0.121	0.121
mmu-miR-218-5p	ENSG00000164300	SERINC5	0.289	0.272
mmu-miR-218-5p	ENSG00000164327	RICTOR	0.093	0.087
mmu-miR-218-5p	ENSG00000164330	EBF1	0.297	0.171
mmu-miR-218-5p	ENSG00000164398	ACSL6	0.206	0.156
mmu-miR-218-5p	ENSG00000164418	GRIK2	0.216	0.216
mmu-miR-218-5p	ENSG00000164506	STXBP5	0.099	0.099
mmu-miR-218-5p	ENSG00000164603	BMT2	0.274	0.015
mmu-miR-218-5p	ENSG00000164604	GPR85	0.305	0.068
mmu-miR-218-5p	ENSG00000164649	CDCA7L	0.352	0.352
mmu-miR-218-5p	ENSG00000164663	USP49	0.123	0.014
mmu-miR-218-5p	ENSG00000164796	CSMD3	0.158	0.158
mmu-miR-218-5p	ENSG00000164815	ORC5	0.189	0.189
mmu-miR-218-5p	ENSG00000164938	TP53INP1	0.142	0.142
mmu-miR-218-5p	ENSG00000164976	MYORG	0.299	0.299
mmu-miR-218-5p	ENSG00000165023	DIRAS2	0.261	0.261
mmu-miR-218-5p	ENSG00000165061	ZMAT4	0.254	0.001
mmu-miR-218-5p	ENSG00000165219	GAPVD1	0.12	0.044
mmu-miR-218-5p	ENSG00000165323	FAT3	0.059	0.059
mmu-miR-218-5p	ENSG00000165338	HECTD2	0.353	0.346
mmu-miR-218-5p	ENSG00000165376	CLDN2	0.227	0.227
mmu-miR-218-5p	ENSG00000165527	ARF6	0.469	0.382
mmu-miR-218-5p	ENSG00000165556	CDX2	0.104	0.001
mmu-miR-218-5p	ENSG00000165588	OTX2	0.345	0.345
mmu-miR-218-5p	ENSG00000165646	SLC18A2	0.195	0.195
mmu-miR-218-5p	ENSG00000165659	#N/A	0.21	0.059
mmu-miR-218-5p	ENSG00000165660	ABRAXAS2	0.186	0.181
mmu-miR-218-5p	ENSG00000165731	RET	0.247	0.247
mmu-miR-218-5p	ENSG00000165886	UBTD1	0.094	0.094
mmu-miR-218-5p	ENSG00000165997	ARL5B	0.248	0.115
mmu-miR-218-5p	ENSG00000166068	SPRED1	0.278	0.278
mmu-miR-218-5p	ENSG00000166128	RAB8B	0.071	0.071
mmu-miR-218-5p	ENSG00000166206	GABRB3	0.254	0.103
mmu-miR-218-5p	ENSG00000166272	WBP1L	0.137	0.137
mmu-miR-218-5p	ENSG00000166402	TUB	0.078	0.078
mmu-miR-218-5p	ENSG00000166405	RIC3	0.386	0.386
mmu-miR-218-5p	ENSG00000166860	ZBTB39	0.133	0.133
mmu-miR-218-5p	ENSG00000166897	ELFN2	0.172	0.055
mmu-miR-218-5p	ENSG00000166923	GREM1	0.312	0.137
mmu-miR-218-5p	ENSG00000166987	MBD6	0.171	0.171
mmu-miR-218-5p	ENSG00000167037	SGSM1	0.118	0.023
mmu-miR-218-5p	ENSG00000167130	DOLPP1	0.372	0.372
mmu-miR-218-5p	ENSG00000167178	ISLR2	0.107	0.107
mmu-miR-218-5p	ENSG00000167191	GPRC5B	0.09	0.058
mmu-miR-218-5p	ENSG00000167461	RAB8A	0.471	0.471
mmu-miR-218-5p	ENSG00000167680	SEMA6B	0.148	0.148
mmu-miR-218-5p	ENSG00000167904	TMEM68	0.238	0.054
mmu-miR-218-5p	ENSG00000167941	SOST	0.191	0.191
mmu-miR-218-5p	ENSG00000167971	CASKIN1	0.22	0.22
mmu-miR-218-5p	ENSG00000168214	RBPJ	0.084	0.084
mmu-miR-218-5p	ENSG00000168283	BMI1	0.365	0.347
mmu-miR-218-5p	ENSG00000168591	TMUB2	0.387	0.377
mmu-miR-218-5p	ENSG00000168675	LDLRAD4	0.196	0.045
mmu-miR-218-5p	ENSG00000168785	TSPAN5	0.395	0.395
mmu-miR-218-5p	ENSG00000168807	SNTB2	0.338	0.338
mmu-miR-218-5p	ENSG00000169057	MECP2	0.079	0.015
mmu-miR-218-5p	ENSG00000169139	UBE2V2	0.208	0.208
mmu-miR-218-5p	ENSG00000169330	MINAR1	0.261	0.261
mmu-miR-218-5p	ENSG00000169375	SIN3A	0.161	0.161
mmu-miR-218-5p	ENSG00000169439	SDC2	0.39	0.24
mmu-miR-218-5p	ENSG00000169554	ZEB2	0.276	0.276
mmu-miR-218-5p	ENSG00000169635	HIC2	0.25	0.042
mmu-miR-218-5p	ENSG00000169855	ROBO1	0.352	0.352
mmu-miR-218-5p	ENSG00000169862	CTNND2	0.277	0.277
mmu-miR-218-5p	ENSG00000169891	REPS2	0.117	0.018
mmu-miR-218-5p	ENSG00000169933	FRMPD4	0.149	0.149
mmu-miR-218-5p	ENSG00000169967	MAP3K2	0.116	0.116
mmu-miR-218-5p	ENSG00000170145	SIK2	0.318	0.218
mmu-miR-218-5p	ENSG00000170166	HOXD4	0.186	0.167
mmu-miR-218-5p	ENSG00000170485	NPAS2	0.262	0.196
mmu-miR-218-5p	ENSG00000170558	CDH2	0.241	0.221
mmu-miR-218-5p	ENSG00000170616	#N/A	0.302	0.302
mmu-miR-218-5p	ENSG00000170624	SGCD	0.114	0.091
mmu-miR-218-5p	ENSG00000170677	SOCS6	0.296	0.296
mmu-miR-218-5p	ENSG00000170832	USP32	0.398	0.39
mmu-miR-218-5p	ENSG00000170881	RNF139	0.5	0.5
mmu-miR-218-5p	ENSG00000170889	RPS9	0.207	0.207
mmu-miR-218-5p	ENSG00000170921	TANC2	0.053	0.046
mmu-miR-218-5p	ENSG00000171132	PRKCE	0.129	0.129
mmu-miR-218-5p	ENSG00000171224	FAM241B	0.501	0.501
mmu-miR-218-5p	ENSG00000171365	CLCN5	0.249	0.1
mmu-miR-218-5p	ENSG00000171444	MCC	0.06	0.052
mmu-miR-218-5p	ENSG00000171475	WIPF2	0.109	0.086
mmu-miR-218-5p	ENSG00000171621	SPSB1	0.334	0.325
mmu-miR-218-5p	ENSG00000171843	MLLT3	0.111	0.012
mmu-miR-218-5p	ENSG00000172007	RAB33B	0.539	0.085
mmu-miR-218-5p	ENSG00000172350	ABCG4	0.194	0.194
mmu-miR-218-5p	ENSG00000172461	FUT9	0.221	0.221
mmu-miR-218-5p	ENSG00000172534	HCFC1	0.314	0.314
mmu-miR-218-5p	ENSG00000172915	NBEA	0.053	0.053
mmu-miR-218-5p	ENSG00000172939	OXSR1	0.17	0.169
mmu-miR-218-5p	ENSG00000173209	AHSA2P	0.399	0.004
mmu-miR-218-5p	ENSG00000173210	ABLIM3	0.289	0.156
mmu-miR-218-5p	ENSG00000173482	PTPRM	0.201	0.201
mmu-miR-218-5p	ENSG00000173542	MOB1B	0.158	0.158
mmu-miR-218-5p	ENSG00000173611	SCAI	0.12	0.089
mmu-miR-218-5p	ENSG00000174111	#N/A	0.208	0.208
mmu-miR-218-5p	ENSG00000174446	SNAPC5	0.214	0.214
mmu-miR-218-5p	ENSG00000174469	CNTNAP2	0.126	0.126
mmu-miR-218-5p	ENSG00000174574	AKIRIN1	0.185	0.167
mmu-miR-218-5p	ENSG00000174579	MSL2	0.316	0.316
mmu-miR-218-5p	ENSG00000174607	UGT8	0.173	0.164
mmu-miR-218-5p	ENSG00000174738	NR1D2	0.163	0.06
mmu-miR-218-5p	ENSG00000174780	SRP72	0.135	0.135
mmu-miR-218-5p	ENSG00000174804	FZD4	0.277	0.277
mmu-miR-218-5p	ENSG00000174840	PDE12	0.329	0.24
mmu-miR-218-5p	ENSG00000175084	DES	0.499	0.499
mmu-miR-218-5p	ENSG00000175105	ZNF654	0.299	0.299
mmu-miR-218-5p	ENSG00000175155	YPEL2	0.092	0.092
mmu-miR-218-5p	ENSG00000175161	CADM2	0.171	0.171
mmu-miR-218-5p	ENSG00000175582	RAB6A	0.38	0.38
mmu-miR-218-5p	ENSG00000175879	HOXD8	0.265	0.261
mmu-miR-218-5p	ENSG00000175928	LRRN1	0.231	0.231
mmu-miR-218-5p	ENSG00000176049	JAKMIP2	0.16	0.038
mmu-miR-218-5p	ENSG00000176055	MBLAC2	0.136	0.109
mmu-miR-218-5p	ENSG00000176887	SOX11	0.347	0.064
mmu-miR-218-5p	ENSG00000177098	SCN4B	0.163	0.163
mmu-miR-218-5p	ENSG00000177189	RPS6KA3	0.184	0.184
mmu-miR-218-5p	ENSG00000177570	SAMD12	0.252	0.252
mmu-miR-218-5p	ENSG00000177888	ZBTB41	0.139	0.128
mmu-miR-218-5p	ENSG00000178163	ZNF518B	0.188	0.178
mmu-miR-218-5p	ENSG00000178177	LCORL	0.245	0.075
mmu-miR-218-5p	ENSG00000178409	BEND3	0.127	0.127
mmu-miR-218-5p	ENSG00000178502	KLHL11	0.305	0.202
mmu-miR-218-5p	ENSG00000178607	ERN1	0.174	0.17
mmu-miR-218-5p	ENSG00000178718	RPP25	0.179	0.167
